,ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year,assessment,data-type-tabular,data-type-text,data-type-image,task-disease-classification,task-risk-treatment-prediction,task-sd-training-augmentation,task-sd-realism,task-bias-evaluation,task-ner,task-ablation,model-bert_x,model-gpt_x,model-rnn_x,model-gan_x,model-attention-other_x,model-other-nn_x,Unnamed: 0,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID,Assessment ,Primary Task,Secondary Task,Tertiary,disease-classification,disease-prediction,nn-synthetic-data-task-augmentation,non-nn-synthetic-data-task-augmentation,nlg,synthetic-data-realism,ner/entity-classification/re,bias-evaluation,qa,risk/treatment-prediction,scalability/performance,security task classification,embedding harmonization,patient-trial matching,ablation-study,PET A,PET B,PET C,PET Notes,Unnamed: 43,Data Type,Training Data Sources,Model,model-bert_y,model-gpt_y,model-gan_y,model-attention-other_y,model-lstm,model-rnn_y,model-diffusion,model-autoencoder,model-other-nn_y,Evaluation,Evaluation Data,evaluation-auroc,evaluation-auprc,Earliness,evaluation-auc,evaluation-accuracy,evaluation-average-diagnosis-time,evalutation-kappa,evaluation-loss,evaluation-f1,evaluation-precision,evaluation-recall,evaluation-perplexity,evaluation-r2,rp80,evaluation-similairity-GT,evaluation-similairity-dimensionwisedist(dwd),evaluation-pairwise-correlation-diff,evlaution-log-cluster,evaluation-synthetic-rank,evaluation-similairity-jensen-shannon-divergence,evaluation-similairity-dimensionwisestat(dws),evaluation-similairity-dimensionwiseavg(dwa),evaluation-similairity-dimensionwisepred(dwp),evaluation-similairity-dimensionwiseprob(dwp),evaluation-similairity-corr,evaluation-privacy-kl-divergence,evaluation-privacy-minkowshi-distance,evaluation-privacy-budget,evaluation-privacy-cosine-similairity,evaluation-similairity-normalized-distance,evaluation-survival-rate,evaluation-clinician,evaluation-error-rate,evaluation-similairity-jaccard,evaluation-hamming-loss,evaluation-bleu,evaluation-g-squared,evaluation-rogue,evaluation-bm25,evaluation-embedding-similairity,evaluation-cider,Clinical Domain,privacy-evaluation,privacy-evaluation notes,Summary,Conclusion,Notes,REPO
351,rodriguez-diaz_real-time_2021,inproceedings,"Rodriguez-Diaz, E. and Baffy, G. and Lo, W.-K. and Mashimo, H. and Vidyarthi, G. and Mohapatra, S.S. and Singh, S.K.",0.0,1.0,,,10.1016/j.gie.2020.09.018,,,,Issue: 3,,662--670,,,Real-time artificial intelligence–based histologic classification of colorectal polyps with augmented visualization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096436185&doi=10.1016%2fj.gie.2020.09.018&partnerID=40&md5=66a021f92136cf074cc3b411fa817143,93,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,rouzrokh_mitigating_2022,article,"Rouzrokh, P. and Khosravi, B. and Faghani, S. and Moassefi, M. and Garcia, D.V.V. and Singh, Y. and Zhang, K. and Conte, G.M. and Erickson, B.J.",0.0,1.0,,,10.1148/ryai.210290,,,Radiology: Artificial Intelligence,,5,,,,Mitigating {Bias} in {Radiology} {Machine} {Learning}: 1. {Data} {Handling},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139164638&doi=10.1148%2fryai.210290&partnerID=40&md5=8c56534ac9f13ea5eb9431a1fdb48265,4,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,saad_novel_2022,article,"Saad, E. and Sadiq, S. and Jamil, R. and Rustam, F. and Mehmood, A. and Choi, G.S. and Ashraf, I.",0.0,1.0,,,10.1371/journal.pone.0270327,,,PLoS ONE,,6 June,,,,Novel extreme regression-voting classifier to predict death risk in vaccinated people using {VAERS} data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133214365&doi=10.1371%2fjournal.pone.0270327&partnerID=40&md5=5cfaf0660b4d1e5884d933f357444c87,17,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,sai_generative_2024,article,"Sai, Siva and Gaur, Aanchal and Sai, Revant and Chamola, Vinay and Guizani, Mohsen and Rodrigues, Joel JPC",1.0,0.0,,,,,2169-3536,IEEE Access,Publisher: IEEE,,,,,"Generative {AI} for {Transformative} {Healthcare}: {A} {Comprehensive} {Study} of {Emerging} {Models}, {Applications}, {Case} {Studies} and {Limitations}",,,2024.0,[Review],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,santos_inteligencia_2024,article,"Santos, Valdislene Silva dos and Sousa, Sara Jane Almeida de and Santos, Layrane Mayara Lino and Mendes Filho, Luiz Augusto Machado and Porte, Marcelo de Santana and Taveira, Marcelo da Silva and Alexandre, Mauro Lemuel de Oliveira",1.0,0.0,,,,,1982-6125,Revista Brasileira de Pesquisa em Turismo,Publisher: SciELO Brasil,,e--2896,,,Inteligência artificial nos estudos e pesquisas em {Turismo} no {Brasil},,18,2024.0,[NonEnglish],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,sarkar_-identification_2024,article,"Sarkar, Atiquer Rahman and Chuang, Yao-Shun and Mohammed, Noman and Jiang, Xiaoqian",1.0,0.0,,,,,,arXiv preprint arXiv:2402.00179,,,,,,De-identification is not always enough,,,2024.0,SD,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,sbodio_encoding_2021,inproceedings,"Sbodio, M.L. and Mulligan, N. and Speichert, S. and Lopez, V. and Bettencourt-Silva, J.",0.0,1.0,,,10.3233/SHTI210800,,,,,,8--12,,,Encoding {Health} {Records} into {Pathway} {Representations} for {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120522915&doi=10.3233%2fSHTI210800&partnerID=40&md5=f34001de9328d0c096b9b7b079a7cb6a,287,2021.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,sboev_extraction_2022,article,"Sboev, Alexander and Selivanov, Anton and Moloshnikov, Ivan and Rybka, Roman and Gryaznov, Artem and Sboeva, Sanna and Rylkov, Gleb",1.0,0.0,,,,,2504-2289,Big Data and Cognitive Computing,Publisher: MDPI,1,10,,,Extraction of the relations among significant pharmacological entities in {Russian}-language reviews of internet users on medications,,6,2022.0,[NonEHR Data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,schrempf_templated_2021,article,"Schrempf, Patrick and Watson, Hannah and Park, Eunsoo and Pajak, Maciej and MacKinnon, Hamish and Muir, Keith W and Harris-Birtill, David and O’Neil, Alison Q",1.0,0.0,,,,,2504-4990,Machine Learning and Knowledge Extraction,Publisher: MDPI,2,299--317,,,Templated text synthesis for expert-guided multi-label extraction from radiology reports,,3,2021.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,searle_methods_2023,article,"Searle, Thomas and Ibrahim, Zina",1.0,0.0,,,,,,,Publisher: King’s College London,,,,,Methods and {Applications} for {Summarising} {Free}-{Text} {Narratives} in {Electronic} {Health} {Records},,,2023.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,seminar_school_2024,article,"Seminar, Francesco Busolin IR and Seminar, Franco Maria Nardini IR and Seminar, Clemencia Siro IR",1.0,0.0,,,,,,,,,,,,School of {Computing} {Science},,,2024.0,[Insufficient Info],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,sengupta_determining_2023,inproceedings,"Sengupta, S. and Loomba, J. and Sharma, S. and Chapman, S.A. and Brown, D.E.",0.0,1.0,,,10.1109/ICMLA58977.2023.00066,,,,,,430--436,,,Determining {Risk} {Factors} for {Long} {COVID} {Using} {Positive} {Unlabeled} {Learning} on {Electronic} {Health} {Records} {Data} from {NIH} {N3C},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190109661&doi=10.1109%2fICMLA58977.2023.00066&partnerID=40&md5=cde8dd1e1ebfc5cf2cf462b058ce162d,,2023.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,shae_transform_2018,inproceedings,"Shae, Z. and Tsai, J.J.P.",0.0,1.0,,,10.1109/ICDCS.2018.00129,,,,,,1290--1299,,,Transform blockchain into distributed parallel computing architecture for precision medicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050990504&doi=10.1109%2fICDCS.2018.00129&partnerID=40&md5=f42e9d811c0ad7eb1b405eb878e0a8ba,2018-July,2018.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,shah_maintaining_2021,inproceedings,"Shah, U. and Dave, I. and Malde, J. and Mehta, J. and Kodeboyina, S.",0.0,1.0,,,10.1109/I2CT51068.2021.9417997,,,,,,,,,"Maintaining {Privacy} in {Medical} {Imaging} with {Federated} {Learning}, {Deep} {Learning}, {Differential} {Privacy}, and {Encrypted} {Computation}",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106511501&doi=10.1109%2fI2CT51068.2021.9417997&partnerID=40&md5=d33472d56091337c2a3e99348435c1db,,2021.0,[Image],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,shahab_large_2024,article,"Shahab, Omer and El Kurdi, Bara and Shaukat, Aasma and Nadkarni, Girish and Soroush, Ali",1.0,0.0,,,,,1756-2848,Therapeutic Advances in Gastroenterology,"Publisher: SAGE Publications Sage UK: London, England",,17562848241227031,,,Large language models: a primer and gastroenterology applications,,17,2024.0,[Review],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,shaikh_towards_2021,article,"Shaikh, Sarang and Daudpota, Sher Muhammad and Imran, Ali Shariq and Kastrati, Zenun",1.0,0.0,,,,,2076-3417,Applied Sciences,Publisher: MDPI,2,869,,,Towards improved classification accuracy on highly imbalanced text dataset using deep neural language models,,11,2021.0,SD,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,shang_gamenet_2019,inproceedings,"Shang, J. and Xiao, C. and Ma, T. and Li, H. and Sun, J.",0.0,1.0,,,,,,,,,1126--1133,,,{GAMENet}: {Graph} augmented memory networks for recommending medication combination,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081397082&partnerID=40&md5=fd7042d9156f546c6836432641eeb47b,,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,shang_pre-training_2019,inproceedings,"Shang, J. and Ma, T. and Xiao, C. and Sun, J.",0.0,1.0,,,10.24963/ijcai.2019/825,,,,,,5953--5959,,,Pre-training of graph augmented transformers for medication recommendation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074900402&doi=10.24963%2fijcai.2019%2f825&partnerID=40&md5=a142e7568371ef790e6574d41003f6da,2019-August,2019.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,siganporia_privacy-enhanced_2023,inproceedings,"Siganporia, A. and Varia, M. and Gorimar, U. and Nanade, A.",0.0,1.0,,,10.1109/GCITC60406.2023.10426518,,,,,,,,,Privacy-{Enhanced} {Federated} {Learning} for {Rare} {Genetic} {Disorder} {Classification} with {EHR},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191707511&doi=10.1109%2fGCITC60406.2023.10426518&partnerID=40&md5=eeee61d3bd21b82464f2aa40c88538ec,,2023.0,CL,1.0,0.0,0.0,,,,,,,,,,,,,,86.0,Siganporia A.; Varia M.; Gorimar U.; Nanade A.,"Siganporia, Afreen (59007810300); Varia, Maitree (59008422600); Gorimar, Uraaz (59007810400); Nanade, Archana (57193734702)",59007810300; 59008422600; 59007810400; 57193734702,Privacy-Enhanced Federated Learning for Rare Genetic Disorder Classification with EHR,2023.0,"2023 Global Conference on Information Technologies and Communications, GCITC 2023",,,,,,,0.0,10.1109/GCITC60406.2023.10426518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191707511&doi=10.1109%2fGCITC60406.2023.10426518&partnerID=40&md5=eeee61d3bd21b82464f2aa40c88538ec,Conference paper,Final,,Scopus,2-s2.0-85191707511,FL,Disease Classification,,,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Federated Learning,,CL,,,Tabular,"Kaggle, Of Genomes and Genetics",SNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Central v. Single V. Federated,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Genetics,-,-,,6% improvement over indivdual hospital models,,
370,silva_modelling_2022,article,"Silva, J.F. and Matos, S.",0.0,1.0,,,10.1016/j.jbi.2022.104195,,,Journal of Biomedical Informatics,,,,,,Modelling patient trajectories using multimodal information,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138488865&doi=10.1016%2fj.jbi.2022.104195&partnerID=40&md5=58a93e378a128cdf157b08ecf33e7101,134,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,singh_comprehensive_2024,inproceedings,"Singh, Y. and Jaiswal, S. and Kumar, V.",0.0,1.0,,,10.1109/ICDT61202.2024.10489013,,,,,,220--224,,,"A {Comprehensive} {Literature} {Review} on {Privacy}, {Security}, and {Data} {Management} in {Healthcare}",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191257529&doi=10.1109%2fICDT61202.2024.10489013&partnerID=40&md5=299dba9502ec4986c8a6b6a041e5b046,,2024.0,[Review],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,skrlj_compressibility_2021,inproceedings,"Skrlj, B. and Petkovic, M.",0.0,1.0,,,10.1109/ICDM51629.2021.00166,,,,,,1330--1335,,,Compressibility of {Distributed} {Document} {Representations},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125207352&doi=10.1109%2fICDM51629.2021.00166&partnerID=40&md5=0952ea042a4df85e2384e48a91923ee4,2021-December,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,socrates_predicting_2023,article,"Socrates, V. and Gilson, A. and Lopez, K. and Chi, L. and Taylor, R.A. and Chartash, D.",0.0,1.0,,,10.1016/j.jbi.2023.104360,,,Journal of Biomedical Informatics,,,,,,Predicting relations between {SOAP} note sections: {The} value of incorporating a clinical information model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152615536&doi=10.1016%2fj.jbi.2023.104360&partnerID=40&md5=0f97778117f11c7f241eb866c425ce2b,141,2023.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,song_llm-based_2024,article,"Song, Yiping and Zhang, Juhua and Tian, Zhiliang and Yang, Yuxin and Huang, Minlie and Li, Dongsheng",1.0,0.0,,,,,,arXiv preprint arXiv:2402.16515,,,,,,{LLM}-based {Privacy} {Data} {Augmentation} {Guided} by {Knowledge} {Distillation} with a {Distribution} {Tutor} for {Medical} {Text} {Classification},,,2024.0,DP-SD,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,soto_multimodal_2022,article,"Soto, J.T. and Weston Hughes, J. and Sanchez, P.A. and Perez, M. and Ouyang, D. and Ashley, E.A.",0.0,1.0,,,10.1093/ehjdh/ztac033,,,European Heart Journal - Digital Health,,3,380--389,,,Multimodal deep learning enhances diagnostic precision in left ventricular hypertrophy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152662975&doi=10.1093%2fehjdh%2fztac033&partnerID=40&md5=bd123b09ee7b2205ed7af03b9d452234,3,2022.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,sotolar_detecting_2022,article,"SOTOLAR, Mgr ONDREJ",1.0,0.0,,,,,,,Publisher: MASARYK UNIVERSITY,,,,,Detecting {Psychological} {Phenomena} in {Dialogues},,,2022.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,srivastava_automated_2018,article,"Srivastava, M. and Suvarna, S. and Srivastava, A. and Bharathiraja, S.",0.0,1.0,,,10.1007/s13755-018-0061-1,,,Health Information Science and Systems,,1,,,,Automated emergency paramedical response system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073272500&doi=10.1007%2fs13755-018-0061-1&partnerID=40&md5=ea8cc2dcfc1cff23fd0ddd6679724ed8,6,2018.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,su_large_2024,article,"Su, Jing and Jiang, Chufeng and Jin, Xin and Qiao, Yuxin and Xiao, Tingsong and Ma, Hongda and Wei, Rong and Jing, Zhi and Xu, Jiajun and Lin, Junhong",1.0,0.0,,,,,,arXiv preprint arXiv:2402.10350,,,,,,Large {Language} {Models} for {Forecasting} and {Anomaly} {Detection}: {A} {Systematic} {Literature} {Review},,,2024.0,[Review],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,subramanian_robust_2023,inproceedings,"Subramanian, A. and Suresh, P.K. and Santhiappan, S.",0.0,1.0,,,10.1145/3570991.3571011,,,,,,213--217,,,A robust section identification method for scanned electronic health records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146145484&doi=10.1145%2f3570991.3571011&partnerID=40&md5=7feefcf6bc1b9f94236db0df37cd281e,,2023.0,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,sujitha_distributed_2021,article,"Sujitha, R. and Paramasivan, B.",0.0,1.0,,,10.32604/cmc.2022.019323,,,"Computers, Materials and Continua",,1,1557--1572,,,Distributed healthcare framework using {MMSM}-{SVM} and {P}-{SVM} classification,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114557429&doi=10.32604%2fcmc.2022.019323&partnerID=40&md5=4d83297ec2a0e0062d7e4680888ae2c2,70,2021.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,sun_collaborative_2024,inproceedings,"Sun, Hongda and Lin, Hongzhan and Yan, Rui",1.0,0.0,,,,2374-3468,,,Issue: 17,,19044--19052,,,Collaborative {Synthesis} of {Patient} {Records} through {Multi}-{Visit} {Health} {State} {Inference},,38,2024.0,SD,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,sun_construction_2020,inproceedings,"Sun, D. and Peng, Y. and Li, H.",0.0,1.0,,,10.1109/ICAICE51518.2020.00032,,,,,,134--141,,,Construction of {Knowledge} {Graph} of {HIV}-associated {Neurocognitive} {Disorders} {Syndrome} based on {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102659107&doi=10.1109%2fICAICE51518.2020.00032&partnerID=40&md5=f638ceed01eb0f0eac337c7b1364b8ad,,2020.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,sun_deprompt_nodate,article,"Sun, Xiongtao and Li, Hui and Liu, Gan and He, Zhipeng and Zhang, Ming and Li, Xiaoguang and Zhao, Xingwen and Yan, Haonan",1.0,0.0,,,,,,Available at SSRN 4765591,,,,,,Deprompt: {Desensitization} and {Evaluation} of {Personal} {Identifiable} {Information} in {Large} {Language} {Model} {Prompts},,,,[No PET],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,sun_generating_2021,inproceedings,"Sun, S. and Wang, F. and Rashidian, S. and Kurc, T. and Abell-Hart, K. and Hajagos, J. and Zhu, W. and Saltz, M. and Saltz, J.",0.0,1.0,,,10.1007/978-3-030-93663-1_12,,,,,,153--165,,,Generating {Longitudinal} {Synthetic} {EHR} {Data} with {Recurrent} {Autoencoders} and {Generative} {Adversarial} {Networks},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122565661&doi=10.1007%2f978-3-030-93663-1_12&partnerID=40&md5=72f63ad96987c2a2e2c6e99058372ef5,12921 LNCS,2021.0,SD,1.0,0.0,0.0,,,,,,,,,,,,,,247.0,Sun S.; Wang F.; Rashidian S.; Kurc T.; Abell-Hart K.; Hajagos J.; Zhu W.; Saltz M.; Saltz J.,"Sun, Siao (57220047128); Wang, Fusheng (55740430900); Rashidian, Sina (56524474600); Kurc, Tahsin (6701424615); Abell-Hart, Kayley (57193519468); Hajagos, Janos (6507128238); Zhu, Wei (57037437700); Saltz, Mary (57193216004); Saltz, Joel (7004423034)",57220047128; 55740430900; 56524474600; 6701424615; 57193519468; 6507128238; 57037437700; 57193216004; 7004423034,Generating Longitudinal Synthetic EHR Data with Recurrent Autoencoders and Generative Adversarial Networks,2021.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12921 LNCS,,,153.0,165.0,12.0,6.0,10.1007/978-3-030-93663-1_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122565661&doi=10.1007%2f978-3-030-93663-1_12&partnerID=40&md5=72f63ad96987c2a2e2c6e99058372ef5,Conference paper,Final,,Scopus,2-s2.0-85122565661,SD,Synthetic Data Generation,Attribute Attack Analysis,,1.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic data,,SD,,,Tabular,Cerner Health Facts database,"GAN-based | LSTM, RF, Logistic Reg",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"Train on Synthetic and Test on Real (TSTR), AUROC, AUPRC",,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,General,1,knn-estimation attack,,It can produce synthetic datasets that enable training of machine/deep learning models with comparable predictive performances to those of models trained with real data.,,
