ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year
sai_generative_2024,article,"Sai, Siva and Gaur, Aanchal and Sai, Revant and Chamola, Vinay and Guizani, Mohsen and Rodrigues, Joel JPC",1,0,nan,nan,nan,nan,2169-3536,IEEE Access,Publisher: IEEE,nan,nan,nan,nan,"Generative {AI} for {Transformative} {Healthcare}: {A} {Comprehensive} {Study} of {Emerging} {Models}, {Applications}, {Case} {Studies} and {Limitations}",nan,nan,2024.0
santos_inteligencia_2024,article,"Santos, Valdislene Silva dos and Sousa, Sara Jane Almeida de and Santos, Layrane Mayara Lino and Mendes Filho, Luiz Augusto Machado and Porte, Marcelo de Santana and Taveira, Marcelo da Silva and Alexandre, Mauro Lemuel de Oliveira",1,0,nan,nan,nan,nan,1982-6125,Revista Brasileira de Pesquisa em Turismo,Publisher: SciELO Brasil,nan,e--2896,nan,nan,Inteligência artificial nos estudos e pesquisas em {Turismo} no {Brasil},nan,18,2024.0
sarkar_-identification_2024,article,"Sarkar, Atiquer Rahman and Chuang, Yao-Shun and Mohammed, Noman and Jiang, Xiaoqian",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2402.00179,nan,nan,nan,nan,nan,De-identification is not always enough,nan,nan,2024.0
sbodio_encoding_2021,inproceedings,"Sbodio, M.L. and Mulligan, N. and Speichert, S. and Lopez, V. and Bettencourt-Silva, J.",0,1,nan,nan,10.3233/SHTI210800,nan,nan,nan,nan,nan,8--12,nan,nan,Encoding {Health} {Records} into {Pathway} {Representations} for {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120522915&doi=10.3233%2fSHTI210800&partnerID=40&md5=f34001de9328d0c096b9b7b079a7cb6a,287,2021.0
sboev_extraction_2022,article,"Sboev, Alexander and Selivanov, Anton and Moloshnikov, Ivan and Rybka, Roman and Gryaznov, Artem and Sboeva, Sanna and Rylkov, Gleb",1,0,nan,nan,nan,nan,2504-2289,Big Data and Cognitive Computing,Publisher: MDPI,1,10,nan,nan,Extraction of the relations among significant pharmacological entities in {Russian}-language reviews of internet users on medications,nan,6,2022.0
schrempf_templated_2021,article,"Schrempf, Patrick and Watson, Hannah and Park, Eunsoo and Pajak, Maciej and MacKinnon, Hamish and Muir, Keith W and Harris-Birtill, David and O’Neil, Alison Q",1,0,nan,nan,nan,nan,2504-4990,Machine Learning and Knowledge Extraction,Publisher: MDPI,2,299--317,nan,nan,Templated text synthesis for expert-guided multi-label extraction from radiology reports,nan,3,2021.0
searle_methods_2023,article,"Searle, Thomas and Ibrahim, Zina",1,0,nan,nan,nan,nan,nan,nan,Publisher: King’s College London,nan,nan,nan,nan,Methods and {Applications} for {Summarising} {Free}-{Text} {Narratives} in {Electronic} {Health} {Records},nan,nan,2023.0
seminar_school_2024,article,"Seminar, Francesco Busolin IR and Seminar, Franco Maria Nardini IR and Seminar, Clemencia Siro IR",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,School of {Computing} {Science},nan,nan,2024.0
sengupta_determining_2023,inproceedings,"Sengupta, S. and Loomba, J. and Sharma, S. and Chapman, S.A. and Brown, D.E.",0,1,nan,nan,10.1109/ICMLA58977.2023.00066,nan,nan,nan,nan,nan,430--436,nan,nan,Determining {Risk} {Factors} for {Long} {COVID} {Using} {Positive} {Unlabeled} {Learning} on {Electronic} {Health} {Records} {Data} from {NIH} {N3C},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190109661&doi=10.1109%2fICMLA58977.2023.00066&partnerID=40&md5=cde8dd1e1ebfc5cf2cf462b058ce162d,nan,2023.0
shae_transform_2018,inproceedings,"Shae, Z. and Tsai, J.J.P.",0,1,nan,nan,10.1109/ICDCS.2018.00129,nan,nan,nan,nan,nan,1290--1299,nan,nan,Transform blockchain into distributed parallel computing architecture for precision medicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050990504&doi=10.1109%2fICDCS.2018.00129&partnerID=40&md5=f42e9d811c0ad7eb1b405eb878e0a8ba,2018-July,2018.0
shah_maintaining_2021,inproceedings,"Shah, U. and Dave, I. and Malde, J. and Mehta, J. and Kodeboyina, S.",0,1,nan,nan,10.1109/I2CT51068.2021.9417997,nan,nan,nan,nan,nan,nan,nan,nan,"Maintaining {Privacy} in {Medical} {Imaging} with {Federated} {Learning}, {Deep} {Learning}, {Differential} {Privacy}, and {Encrypted} {Computation}",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106511501&doi=10.1109%2fI2CT51068.2021.9417997&partnerID=40&md5=d33472d56091337c2a3e99348435c1db,nan,2021.0
shahab_large_2024,article,"Shahab, Omer and El Kurdi, Bara and Shaukat, Aasma and Nadkarni, Girish and Soroush, Ali",1,0,nan,nan,nan,nan,1756-2848,Therapeutic Advances in Gastroenterology,"Publisher: SAGE Publications Sage UK: London, England",nan,17562848241227031,nan,nan,Large language models: a primer and gastroenterology applications,nan,17,2024.0
shaikh_towards_2021,article,"Shaikh, Sarang and Daudpota, Sher Muhammad and Imran, Ali Shariq and Kastrati, Zenun",1,0,nan,nan,nan,nan,2076-3417,Applied Sciences,Publisher: MDPI,2,869,nan,nan,Towards improved classification accuracy on highly imbalanced text dataset using deep neural language models,nan,11,2021.0
shang_gamenet_2019,inproceedings,"Shang, J. and Xiao, C. and Ma, T. and Li, H. and Sun, J.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,1126--1133,nan,nan,{GAMENet}: {Graph} augmented memory networks for recommending medication combination,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081397082&partnerID=40&md5=fd7042d9156f546c6836432641eeb47b,nan,2019.0
shang_pre-training_2019,inproceedings,"Shang, J. and Ma, T. and Xiao, C. and Sun, J.",0,1,nan,nan,10.24963/ijcai.2019/825,nan,nan,nan,nan,nan,5953--5959,nan,nan,Pre-training of graph augmented transformers for medication recommendation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074900402&doi=10.24963%2fijcai.2019%2f825&partnerID=40&md5=a142e7568371ef790e6574d41003f6da,2019-August,2019.0
siganporia_privacy-enhanced_2023,inproceedings,"Siganporia, A. and Varia, M. and Gorimar, U. and Nanade, A.",0,1,nan,nan,10.1109/GCITC60406.2023.10426518,nan,nan,nan,nan,nan,nan,nan,nan,Privacy-{Enhanced} {Federated} {Learning} for {Rare} {Genetic} {Disorder} {Classification} with {EHR},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191707511&doi=10.1109%2fGCITC60406.2023.10426518&partnerID=40&md5=eeee61d3bd21b82464f2aa40c88538ec,nan,2023.0
silva_modelling_2022,article,"Silva, J.F. and Matos, S.",0,1,nan,nan,10.1016/j.jbi.2022.104195,nan,nan,Journal of Biomedical Informatics,nan,nan,nan,nan,nan,Modelling patient trajectories using multimodal information,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138488865&doi=10.1016%2fj.jbi.2022.104195&partnerID=40&md5=58a93e378a128cdf157b08ecf33e7101,134,2022.0
singh_comprehensive_2024,inproceedings,"Singh, Y. and Jaiswal, S. and Kumar, V.",0,1,nan,nan,10.1109/ICDT61202.2024.10489013,nan,nan,nan,nan,nan,220--224,nan,nan,"A {Comprehensive} {Literature} {Review} on {Privacy}, {Security}, and {Data} {Management} in {Healthcare}",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191257529&doi=10.1109%2fICDT61202.2024.10489013&partnerID=40&md5=299dba9502ec4986c8a6b6a041e5b046,nan,2024.0
skrlj_compressibility_2021,inproceedings,"Skrlj, B. and Petkovic, M.",0,1,nan,nan,10.1109/ICDM51629.2021.00166,nan,nan,nan,nan,nan,1330--1335,nan,nan,Compressibility of {Distributed} {Document} {Representations},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125207352&doi=10.1109%2fICDM51629.2021.00166&partnerID=40&md5=0952ea042a4df85e2384e48a91923ee4,2021-December,2021.0
socrates_predicting_2023,article,"Socrates, V. and Gilson, A. and Lopez, K. and Chi, L. and Taylor, R.A. and Chartash, D.",0,1,nan,nan,10.1016/j.jbi.2023.104360,nan,nan,Journal of Biomedical Informatics,nan,nan,nan,nan,nan,Predicting relations between {SOAP} note sections: {The} value of incorporating a clinical information model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152615536&doi=10.1016%2fj.jbi.2023.104360&partnerID=40&md5=0f97778117f11c7f241eb866c425ce2b,141,2023.0
song_llm-based_2024,article,"Song, Yiping and Zhang, Juhua and Tian, Zhiliang and Yang, Yuxin and Huang, Minlie and Li, Dongsheng",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2402.16515,nan,nan,nan,nan,nan,{LLM}-based {Privacy} {Data} {Augmentation} {Guided} by {Knowledge} {Distillation} with a {Distribution} {Tutor} for {Medical} {Text} {Classification},nan,nan,2024.0
soto_multimodal_2022,article,"Soto, J.T. and Weston Hughes, J. and Sanchez, P.A. and Perez, M. and Ouyang, D. and Ashley, E.A.",0,1,nan,nan,10.1093/ehjdh/ztac033,nan,nan,European Heart Journal - Digital Health,nan,3,380--389,nan,nan,Multimodal deep learning enhances diagnostic precision in left ventricular hypertrophy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152662975&doi=10.1093%2fehjdh%2fztac033&partnerID=40&md5=bd123b09ee7b2205ed7af03b9d452234,3,2022.0
sotolar_detecting_2022,article,"SOTOLAR, Mgr ONDREJ",1,0,nan,nan,nan,nan,nan,nan,Publisher: MASARYK UNIVERSITY,nan,nan,nan,nan,Detecting {Psychological} {Phenomena} in {Dialogues},nan,nan,2022.0
srivastava_automated_2018,article,"Srivastava, M. and Suvarna, S. and Srivastava, A. and Bharathiraja, S.",0,1,nan,nan,10.1007/s13755-018-0061-1,nan,nan,Health Information Science and Systems,nan,1,nan,nan,nan,Automated emergency paramedical response system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073272500&doi=10.1007%2fs13755-018-0061-1&partnerID=40&md5=ea8cc2dcfc1cff23fd0ddd6679724ed8,6,2018.0
su_large_2024,article,"Su, Jing and Jiang, Chufeng and Jin, Xin and Qiao, Yuxin and Xiao, Tingsong and Ma, Hongda and Wei, Rong and Jing, Zhi and Xu, Jiajun and Lin, Junhong",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2402.10350,nan,nan,nan,nan,nan,Large {Language} {Models} for {Forecasting} and {Anomaly} {Detection}: {A} {Systematic} {Literature} {Review},nan,nan,2024.0
subramanian_robust_2023,inproceedings,"Subramanian, A. and Suresh, P.K. and Santhiappan, S.",0,1,nan,nan,10.1145/3570991.3571011,nan,nan,nan,nan,nan,213--217,nan,nan,A robust section identification method for scanned electronic health records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146145484&doi=10.1145%2f3570991.3571011&partnerID=40&md5=7feefcf6bc1b9f94236db0df37cd281e,nan,2023.0
sujitha_distributed_2021,article,"Sujitha, R. and Paramasivan, B.",0,1,nan,nan,10.32604/cmc.2022.019323,nan,nan,"Computers, Materials and Continua",nan,1,1557--1572,nan,nan,Distributed healthcare framework using {MMSM}-{SVM} and {P}-{SVM} classification,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114557429&doi=10.32604%2fcmc.2022.019323&partnerID=40&md5=4d83297ec2a0e0062d7e4680888ae2c2,70,2021.0
sun_collaborative_2024,inproceedings,"Sun, Hongda and Lin, Hongzhan and Yan, Rui",1,0,nan,nan,nan,2374-3468,nan,nan,Issue: 17,nan,19044--19052,nan,nan,Collaborative {Synthesis} of {Patient} {Records} through {Multi}-{Visit} {Health} {State} {Inference},nan,38,2024.0
sun_construction_2020,inproceedings,"Sun, D. and Peng, Y. and Li, H.",0,1,nan,nan,10.1109/ICAICE51518.2020.00032,nan,nan,nan,nan,nan,134--141,nan,nan,Construction of {Knowledge} {Graph} of {HIV}-associated {Neurocognitive} {Disorders} {Syndrome} based on {Deep} {Learning},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102659107&doi=10.1109%2fICAICE51518.2020.00032&partnerID=40&md5=f638ceed01eb0f0eac337c7b1364b8ad,nan,2020.0
sun_deprompt_nodate,article,"Sun, Xiongtao and Li, Hui and Liu, Gan and He, Zhipeng and Zhang, Ming and Li, Xiaoguang and Zhao, Xingwen and Yan, Haonan",1,0,nan,nan,nan,nan,nan,Available at SSRN 4765591,nan,nan,nan,nan,nan,Deprompt: {Desensitization} and {Evaluation} of {Personal} {Identifiable} {Information} in {Large} {Language} {Model} {Prompts},nan,nan,nan
sun_generating_2021,inproceedings,"Sun, S. and Wang, F. and Rashidian, S. and Kurc, T. and Abell-Hart, K. and Hajagos, J. and Zhu, W. and Saltz, M. and Saltz, J.",0,1,nan,nan,10.1007/978-3-030-93663-1_12,nan,nan,nan,nan,nan,153--165,nan,nan,Generating {Longitudinal} {Synthetic} {EHR} {Data} with {Recurrent} {Autoencoders} and {Generative} {Adversarial} {Networks},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122565661&doi=10.1007%2f978-3-030-93663-1_12&partnerID=40&md5=72f63ad96987c2a2e2c6e99058372ef5,12921 LNCS,2021.0
surana_deep_2023,article,"Surana, Tanmay",1,0,nan,nan,nan,nan,nan,nan,Publisher: Nanyang Technological University,nan,nan,nan,nan,Deep learning-based text augmentation for named entity recognition,nan,nan,2023.0
sushma_rapid_2024,inproceedings,"Sushma, B. and Divya Sree, S. and Srikanth Yadav, M.",0,1,nan,nan,10.1109/SCEECS61402.2024.10482300,nan,nan,nan,nan,nan,nan,nan,nan,Rapid {Response} {System} {Based} {On} {Graph} {Attention} {Network} {For} {Forecasting} {Clinical} {Decline} {In} {EHR},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190512277&doi=10.1109%2fSCEECS61402.2024.10482300&partnerID=40&md5=353e523a773056080990b9114880322f,nan,2024.0
tang_pdfchatannotator_2024,inproceedings,"Tang, Yi and Chang, Chia-Ming and Yang, Xi",1,0,nan,nan,nan,nan,nan,nan,nan,nan,419--430,nan,nan,{PDFChatAnnotator}: {A} {Human}-{LLM} {Collaborative} {Multi}-{Modal} {Data} {Annotation} {Tool} for {PDF}-{Format} {Catalogs},nan,nan,2024.0
tang_secure_2024,inproceedings,"Tang, Ruixiang and Chuang, Yu-Neng and Cai, Xuanting and Du, Mengnan and Hu, Xia",1,0,nan,nan,nan,nan,nan,nan,nan,nan,4061--4073,nan,nan,Secure {Your} {Model}: {An} {Effective} {Key} {Prompt} {Protection} {Mechanism} for {Large} {Language} {Models},nan,nan,2024.0
tannier_development_2024,article,"Tannier, Xavier and Wajsbürt, Perceval and Calliger, Alice and Dura, Basile and Mouchet, Alexandre and Hilka, Martin and Bey, Romain",1,0,nan,nan,nan,nan,0026-1270,Methods of Information in Medicine,Publisher: Georg Thieme Verlag KG,nan,nan,nan,nan,Development and validation of a natural language processing algorithm to pseudonymize documents in the context of a clinical data warehouse,nan,nan,2024.0
tarbell_towards_2023,inproceedings article,"Tarbell, Richard and Choo, Kim-Kwang Raymond and Dietrich, Glenn and Rios, Anthony Tarbell, R. and Choo, K.-K.R. and Dietrich, G. and Rios, A.",1,1,nan,nan,nan,nan,nan,nan AMIA ... Annual Symposium proceedings. AMIA Symposium,nan,nan,669 669--678,American Medical Informatics Association nan,nan,Towards understanding the generalization of medical text-to-sql models and datasets Towards {Understanding} the {Generalization} of {Medical} {Text}-to-{SQL} {Models} and {Datasets},nan https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182546539&partnerID=40&md5=d346ceab4b7f3ded965e0aae037f792a,2023,2023.0
thaker_advances_nodate,article,"Thaker, Akash and Lee, Charlie",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"{ADVANCES} {IN} {NATURAL} {LANGUAGE} {PROCESSING}: {TECHNIQUES}, {APPLICATIONS}, {AND} {CHALLENGES}",nan,nan,nan
theodorou_synthesize_2023,article,"Theodorou, B. and Xiao, C. and Sun, J.",0,1,nan,nan,10.1038/s41467-023-41093-0,nan,nan,Nature Communications,nan,1,nan,nan,nan,Synthesize high-dimensional longitudinal electronic health records via hierarchical autoregressive language model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169348718&doi=10.1038%2fs41467-023-41093-0&partnerID=40&md5=68b28912f616eb9b610dedd72f0307ba,14,2023.0
thomas_investigating_2020,inproceedings,"Thomas, Aleena and Adelani, David Ifeoluwa and Davody, Ali and Mogadala, Aditya and Klakow, Dietrich",1,0,nan,nan,nan,3-030-58322-8,nan,nan,nan,nan,273--281,Springer,nan,Investigating the impact of pre-trained word embeddings on memorization in neural networks,nan,nan,2020.0
thorne_nlp_2024,inproceedings,"Thorne, C. and Akhondi, S.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,45--49,nan,nan,{NLP} for {Chemistry} - {Introduction} and {Recent} {Advances},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195111244&partnerID=40&md5=272c9b5b40c72650cc1f18d244c5129c,nan,2024.0
tighe_forty-two_2020,article,"Tighe, P.J. and Sannapaneni, B. and Fillingim, R.B. and Doyle, C. and Kent, M. and Shickel, B. and Rashidi, P.",0,1,nan,nan,10.1093/PM/PNAA061,nan,nan,Pain Medicine (United States),nan,11,3133--3160,nan,nan,"Forty-two million ways to describe pain: {Topic} modeling of 200, 000 pubmed pain-related abstracts using natural language processing and deep learning-based text generation",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101256163&doi=10.1093%2fPM%2fPNAA061&partnerID=40&md5=cb346874b13f61dcc15e0749ddd9e6aa,21,2020.0
torfi_corgan_2020,inproceedings,"Torfi, A. and Fox, E.A.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,335--340,nan,nan,{CorGAN}: {Correlation}-capturing convolutional generative adversarial networks for generating synthetic healthcare records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102409855&partnerID=40&md5=fdacb8ae5004d1c049a58e6c9647dfdc,nan,2020.0
treder_introduction_2024,article,"Treder, Matthias S and Lee, Sojin and Tsvetanov, Kamen A",1,0,nan,nan,nan,nan,2813-3919,Frontiers in Dementia,Publisher: Frontiers Media SA,nan,1385303,nan,nan,Introduction to {Large} {Language} {Models} ({LLMs}) for dementia care and research,nan,3,2024.0
tsung-ju_lee_machine_2023,article,"Tsung-Ju Lee, L. and Yang, H.-C. and Nguyen, P.A. and Muhtar, M.S. and Jack Li, Y.-C.",0,1,nan,nan,10.2196/39972,nan,nan,Journal of Medical Internet Research,nan,nan,nan,nan,nan,Machine {Learning} {Approaches} for {Predicting} {Psoriatic} {Arthritis} {Risk} {Using} {Electronic} {Medical} {Records}: {Population}-{Based} {Study},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151168493&doi=10.2196%2f39972&partnerID=40&md5=0cf5104252faf5d756a9f7329535304b,25,2023.0
turkmen_bioberturk_2023,article,"Türkmen, H. and Dikenelli, O. and Eraslan, C. and Çallı, M.C. and Özbek, S.S.",0,1,nan,nan,10.1007/s41666-023-00140-7,nan,nan,Journal of Healthcare Informatics Research,nan,4,433--446,nan,nan,{BioBERTurk}: {Exploring} {Turkish} {Biomedical} {Language} {Model} {Development} {Strategies} in {Low}-{Resource} {Setting},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171420474&doi=10.1007%2fs41666-023-00140-7&partnerID=40&md5=3677026823d4055fe27b7ce84db9862d,7,2023.0
uddin_rapid_2020,article,"Uddin, M.A. and Stranieri, A. and Gondal, I. and Balasubramanian, V.",0,1,nan,nan,10.1177/1460458220957486,nan,nan,Health Informatics Journal,nan,4,3009--3036,nan,nan,Rapid health data repository allocation using predictive machine learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091464464&doi=10.1177%2f1460458220957486&partnerID=40&md5=e38c1b3d79d8ec1f8dbcde94619ad70a,26,2020.0
uma_towards_2023,inproceedings,"Uma, Kanimozhi and Francis, Sumam and Sun, Wei and Moens, Marie-Francine",1,0,nan,nan,nan,nan,nan,nan,nan,nan,593--637,Springer,nan,Towards {Explainability} in {Automated} {Medical} {Code} {Prediction} from {Clinical} {Records},nan,nan,2023.0
unanue_pretrained_2021,inproceedings,"Unanue, I.J. and Piccardi, M.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,826--832,nan,nan,Pretrained {Language} {Models} and {Backtranslation} for {English}-{Basque} {Biomedical} {Neural} {Machine} {Translation},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119138630&partnerID=40&md5=ce94d604a467ed8634000fab2e038358,nan,2021.0
uslu_nlp-powered_2024,article,"Uslu, Ege Erberk and Sezer, Emine and Guven, Zekeriya Anıl",1,0,nan,nan,nan,nan,2169-3536,IEEE Access,Publisher: IEEE,nan,nan,nan,nan,{NLP}-{Powered} {Insights}: {A} {Comparative} {Analysis} for {Multi}-{Labeling} {Classification} with {MIMIC}-{CXR} {Dataset},nan,nan,2024.0
varlas_artificial_2021,article,"Varlas, V.N. and Rhazi, Y. and Bacalbasa, N. and Bohiltea, R.E.",0,1,nan,nan,10.37897/RMJ.2021.S6.3,nan,nan,Romanian Medical Journal,nan,nan,16--19,nan,nan,Artificial intelligence: {Implication} in obstetrics and gynecology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153192818&doi=10.37897%2fRMJ.2021.S6.3&partnerID=40&md5=df48d17f1f6beb2a58d51d5ee0afafbc,68,2021.0
wang_application_2020,article,"Wang, J. and Wang, Y.P. and Chen, Y. and Huang, P.",0,1,nan,nan,10.1109/ACCESS.2020.3001212,nan,nan,IEEE Access,nan,nan,124646--124660,nan,nan,Application of {Deep} {Learning} {Algorithm} in {Clinical} {Analysis} of {Patients} with {Serum} {Electrolyte} {Disturbance},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088703112&doi=10.1109%2fACCESS.2020.3001212&partnerID=40&md5=65039a3b6946bfdb17296547511fd227,8,2020.0
wang_chinese_2018,inproceedings,"Wang, Q. and Zeng, L.",0,1,nan,nan,10.1109/ICACI.2018.8377564,nan,nan,nan,nan,nan,45--50,nan,nan,Chinese symptom component recognition via bidirectional {LSTM}-{CRF},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049775777&doi=10.1109%2fICACI.2018.8377564&partnerID=40&md5=e951150dd4b578fe0f8db41ea203b671,nan,2018.0
wang_differentially_2023,article,"Wang, Yuyang and Meng, Xianjia and Liu, Ximeng",1,0,nan,nan,nan,nan,1383-469X,Mobile Networks and Applications,Publisher: Springer,nan,1--16,nan,nan,Differentially {Private} {Recurrent} {Variational} {Autoencoder} {For} {Text} {Privacy} {Preservation},nan,nan,2023.0
wang_efficient_2022,article,"Wang, P. and Li, Y. and Yang, L. and Li, S. and Li, L. and Zhao, Z. and Long, S. and Wang, F. and Wang, H. and Li, Y. and Wang, C.",0,1,nan,nan,10.2196/38154,nan,nan,JMIR Medical Informatics,nan,8,nan,nan,nan,An {Efficient} {Method} for {Deidentifying} {Protected} {Health} {Information} in {Chinese} {Electronic} {Health} {Records}: {Algorithm} {Development} and {Validation},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140215652&doi=10.2196%2f38154&partnerID=40&md5=5c730eb2cbde680483f919bbcf15ac04,10,2022.0
wang_igamt_2024,inproceedings,"Wang, W. and Tang, P. and Lou, J. and Shao, Y. and Waller, L. and Ko, Y.-A. and Xiong, L.",0,1,nan,nan,10.1609/aaai.v38i14.29491,nan,nan,nan,Issue: 14,nan,15634--15643,nan,nan,{IGAMT}: {Privacy}-{Preserving} {Electronic} {Health} {Record} {Synthesization} with {Heterogeneity} and {Irregularity},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189639917&doi=10.1609%2faaai.v38i14.29491&partnerID=40&md5=0ed58b01f67d0f3cdd2a7845496cf4e8,38,2024.0
wang_prediction_2024,article,"Wang, S.Y. and Ravindranath, R. and Stein, J.D. and Amin, S. and Edwards, P.A. and Srikumaran, D. and Woreta, F. and Schultz, J.S. and Shrivastava, A. and Ahmad, B. and Kim, J. and Bryar, P. and French, D. and Vanderbeek, B.L. and Pershing, S. and Lynch, A.M. and Patnaik, J. and Munir, S. and Munir, W. and DeLott, L. and Stagg, B.C. and Wirostko, B. and McMillian, B. and Sheybani, A.",0,1,nan,nan,10.1016/j.xops.2023.100445,nan,nan,Ophthalmology Science,nan,3,nan,nan,nan,Prediction {Models} for {Glaucoma} in a {Multicenter} {Electronic} {Health} {Records} {Consortium}: {The} {Sight} {Outcomes} {Research} {Collaborative},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185282707&doi=10.1016%2fj.xops.2023.100445&partnerID=40&md5=1ea44c1ab08597c37e92a4d003db550b,4,2024.0
wang_principle-based_2022,article,"Wang, C.-K. and Wang, F.-D. and Lee, Y.-Q. and Chen, P.-T. and Wang, B.-H. and Su, C.-H. and Kuo, J.C.-C. and Wu, C.-S. and Chien, Y.-L. and Dai, H.-J. and Tseng, V.S. and Hsu, W.-L.",0,1,nan,nan,10.1109/ACCESS.2022.3148396,nan,nan,IEEE Access,nan,nan,22875--22885,nan,nan,Principle-{Based} {Approach} for the {De}-{Identification} of {Code}-{Mixed} {Electronic} {Health} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124199713&doi=10.1109%2fACCESS.2022.3148396&partnerID=40&md5=451568262123a9a26fda10713ace908c,10,2022.0
wang_selective_2024,article,"Wang, Teng and Zhai, Lindong and Yang, Tengfei and Luo, Zhucheng and Liu, Shuanggen",1,0,nan,nan,nan,nan,0020-0255,Information Sciences,Publisher: Elsevier,nan,121000,nan,nan,Selective {Privacy}-preserving {Framework} for {Large} {Language} {Models} {Fine}-tuning,nan,nan,2024.0
wang_style-transfer_2023,article,"Wang, Z. and Samsten, I. and Kougia, V. and Papapetrou, P.",0,1,nan,nan,10.1016/j.artmed.2022.102457,nan,nan,Artificial Intelligence in Medicine,nan,nan,nan,nan,nan,Style-transfer counterfactual explanations: {An} application to mortality prevention of {ICU} patients,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143973748&doi=10.1016%2fj.artmed.2022.102457&partnerID=40&md5=e202831cbade89b8addb6535d22c63db,135,2023.0
wang_textit_2024,article,"Wang, Runqian and Ghosh, Soumya and Cox, David and Antognini, Diego and Oliva, Aude and Feris, Rogerio and Karlinsky, Leonid",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2405.17258,nan,nan,nan,nan,nan,\${\textbackslash}textit \{{Trans}-{LoRA}\} \$: towards data-free {Transferable} {Parameter} {Efficient} {Finetuning},nan,nan,2024.0
wang_vocabulary_2024,article,"Wang, Meiqi and Vijayaraghavan, Avish and Beck, Tim and Posma, Joram M",1,0,nan,nan,nan,nan,1535-3893,Journal of Proteome Research,Publisher: ACS Publications,nan,nan,nan,nan,Vocabulary {Matters}: {An} {Annotation} {Pipeline} and {Four} {Deep} {Learning} {Algorithms} for {Enzyme} {Named} {Entity} {Recognition},nan,nan,2024.0
weerasinghe_real-time_2024,article,"Weerasinghe, Keshara and Janapati, Saahith and Ge, Xueren and Kim, Sion and Iyer, Sneha and Stankovic, John A and Alemzadeh, Homa",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2403.06734,nan,nan,nan,nan,nan,Real-{Time} {Multimodal} {Cognitive} {Assistant} for {Emergency} {Medical} {Services},nan,nan,2024.0
wen_latte_2024,article,"Wen, Jun and Hou, Jue and Bonzel, Clara-Lea and Zhao, Yihan and Castro, Victor M and Gainer, Vivian S and Weisenfeld, Dana and Cai, Tianrun and Ho, Yuk-Lam and Panickan, Vidul A",1,0,nan,nan,nan,nan,2666-3899,Patterns,Publisher: Elsevier,1,nan,nan,nan,{LATTE}: {Label}-efficient incident phenotyping from longitudinal electronic health records,nan,5,2024.0
